KT3D ESTIMATES WITH:  pygeostat_saved_data                                      
 .65732410      .18361440    
 1.0166880      .20389180    
 1.2940450      .12897050    
 1.8500220      .55229210E-01
 2.5048960      .10117290    
 3.5489820      .74338020E-01
 5.3942690      .96189190E-01
 5.1055450      .58476850E-01
 6.1935070      .11391390    
 7.4375800      .57492230E-01
 9.6987560      .69449180E-01
 15.318500      .58717730E-01
 17.119220      .11373170    
 14.764610      .16827070    
 10.191200      .14735760    
 5.0013020      .64566220E-01
 5.2671420      .14716780    
 7.6580020      .32037520    
 9.2985960      .46432520    
 10.015040      .57622980    
 10.149520      .64843850    
 9.1670690      .67916340    
 9.0985700      .66320850    
 9.0355590      .60128770    
 9.1013720      .51172320    
 9.1683240      .43364190    
 8.8476430      .42644310    
 8.9379750      .49819990    
 8.8826370      .59586790    
 9.1773480      .67266450    
 9.2134520      .70407130    
 9.0153540      .67929110    
 8.6336040      .59718790    
 7.8023060      .45884880    
 6.9813350      .26797840    
 6.4810300      .65969920E-01
 7.4627260      .15748880    
 9.3055550      .32262050    
 11.509480      .40415320    
 14.074590      .39607830    
 16.764140      .30611430    
 19.248340      .17262240    
 19.991550      .16471080    
 18.706050      .33264880    
 16.978280      .51352210    
 15.217760      .67055660    
 13.539740      .79828540    
 12.059890      .89455040    
 9.8127170      .96139630    
 .14549900      .78950670E-01
 1.0313460      .73165080E-01
 1.5962430      .18514260    
 1.7098940      .19414680    
 1.9541440      .96262780E-01
 2.4843990      .50916810E-01
 3.0431970      .13059310    
 3.8056090      .13729860    
 3.9175460      .86053070E-01
 3.3968450      .48659090E-01
 4.6903330      .92019220E-01
 5.7504070      .21616760E-01
 8.8902970      .26755120E-01
 16.221080      .26521530E-01
 17.435100      .10429110    
 14.712920      .14725340    
 9.4735460      .12923620    
 4.7010900      .30933000E-01
 7.1371560      .16539380    
 9.5600490      .32332490    
 10.879010      .45719950    
 11.255100      .56629690    
 11.050890      .64029900    
 9.7774060      .67480280    
 9.7259510      .66814170    
 9.4886570      .62434430    
 9.8040020      .56355020    
 9.6405030      .52163640    
 9.3270470      .53129350    
 9.4403010      .58713390    
 9.4458810      .65394520    
 9.5274150      .69940440    
 9.4612370      .70369960    
 9.3608110      .65790030    
 8.3936010      .56012610    
 7.3279500      .40958960    
 6.3496760      .20964170    
 6.1491550      .52721600E-01
 7.4525880      .20244580    
 9.2971550      .34701080    
 11.432450      .40775590    
 13.880810      .38922070    
 16.324070      .31216210    
 18.124560      .23945230    
 18.371900      .27715090    
 17.305030      .41219560    
 15.762710      .56475780    
 14.114230      .70369910    
 12.529790      .81904320    
 10.253700      .90637770    
 9.0165450      .96833990    
 1.4064790      .10739180    
 2.5340140      .11802040    
 2.9693840      .18124440    
 2.4490860      .18782720    
 2.7855150      .11981030    
 3.3375400      .11995500    
 4.1398180      .16276510    
 4.4947270      .16916960    
 3.9269910      .11779650    
 3.5346410      .10801850    
 3.4793220      .95475110E-01
 3.8833380      .49018830E-01
 8.3722710      .61415650E-01
 14.868420      .80616990E-01
 17.546930      .68094420E-01
 14.574780      .12465850    
 9.9051500      .12739570    
 7.9337820      .99331410E-01
 10.119530      .18995480    
 11.882620      .31922720    
 12.706450      .44641170    
 12.624670      .55658280    
 11.657920      .63616690    
 10.558500      .68000320    
 10.120590      .68342240    
 10.176590      .65782370    
 10.162940      .62235400    
 9.8881310      .60287890    
 9.6448650      .61588630    
 9.8185910      .65390000    
 9.9017840      .69335710    
 10.407750      .71085710    
 10.183470      .69410220    
 9.0383960      .63571750    
 7.9605550      .53179230    
 6.8852150      .38732390    
 6.0943840      .22644890    
 6.3508390      .17450010    
 7.5802780      .28339740    
 9.2277420      .38168150    
 11.251400      .41589050    
 13.510570      .39046040    
 15.560540      .33427000    
 16.832510      .30686410    
 16.864230      .36074720    
 15.924070      .47568280    
 14.525420      .60685570    
 12.987330      .73023470    
 10.734110      .83401430    
 9.3423710      .91490020    
 8.1722030      .97189350    
 3.1778110      .14486930    
 3.8590440      .10912550    
 3.9444560      .16784430    
 3.8265530      .18977580    
 3.7634530      .14854780    
 4.6637630      .13507120    
 5.5014860      .17359590    
 5.7748430      .18607540    
 5.0606050      .15060850    
 3.6056340      .11008910    
 2.3406780      .86972290E-01
 2.4361280      .22524350E-01
 7.6366680      .91618660E-01
 13.448730      .87455410E-01
 17.084570      .23674350E-01
 14.252460      .11788380    
 11.452870      .13632230    
 11.798290      .11517680    
 13.923450      .18077370    
 13.819460      .30575740    
 13.930720      .43298300    
 13.572040      .54637860    
 12.046030      .63485840    
 11.401800      .68942030    
 10.820330      .70446190    
 10.808780      .69621420    
 10.335910      .67819760    
 9.9466810      .67043580    
 9.9640770      .67885290    
 10.155850      .69757720    
 10.779800      .71211720    
 10.622350      .70759380    
 10.046090      .67754110    
 9.0567800      .61235270    
 7.8683110      .51702990    
 6.4210790      .39664240    
 5.9467700      .29418750    
 6.4429420      .28715240    
 7.5885700      .35600210    
 9.1338740      .41073200    
 10.966870      .41953220    
 12.952770      .39005780    
 14.656280      .35285320    
 15.583910      .35344480    
 15.500430      .41526430    
 14.619950      .51913640    
 13.314110      .63602780    
 11.227940      .74738730    
 9.7277590      .84317400    
 7.8311070      .91969220    
 6.7943050      .97520040    
 4.8075400      .13062610    
 5.2553520      .49888380E-01
 4.9744970      .16499630    
 4.7863980      .19059130    
 5.1703460      .13092570    
 6.4826290      .96269630E-01
 7.0214360      .17134190    
 7.4467350      .18825640    
 6.4813360      .14319910    
 3.4816300      .48627930E-01
 1.6594430      .76704610E-01
 2.5329200      .74267030E-01
 6.8993380      .11752810    
 11.065250      .63758310E-01
 14.385970      .52032670E-01
 14.091840      .10802630    
 13.813230      .12631300    
 15.329630      .58979240E-01
 16.084710      .15672000    
 15.900330      .29042050    
 15.266960      .41856500    
 14.092690      .54099420    
 12.806480      .63912930    
 12.113060      .70145050    
 11.463590      .72870390    
 11.380070      .73225950    
 10.822060      .72526990    
 10.410850      .71828930    
 10.357350      .71789320    
 10.811020      .71754040    
 11.047210      .71057660    
 10.943240      .69094860    
 10.310630      .65064630    
 9.0035760      .59375350    
 7.2401560      .51503770    
 6.0708750      .42789690    
 6.0244080      .37023300    
 6.6039840      .37286370    
 7.6650980      .40645580    
 8.9356030      .42381200    
 10.558110      .41032980    
 12.318590      .37732690    
 13.760980      .35368500    
 14.467080      .37364500    
 14.288260      .44362880    
 13.407950      .54300070    
 11.649550      .65119580    
 9.6707180      .75519960    
 8.2045260      .84635010    
 6.9959670      .92044630    
 6.1136640      .97513010    
 6.2932450      .10840040    
 6.5571340      .69872950E-01
 6.0588650      .17621360    
 5.5866450      .17787990    
 5.8383860      .69592130E-01
 7.9467710      .63452270E-01
 10.282960      .16730710    
 11.055020      .16755320    
 8.6799130      .10460040    
 3.8003670      .38192100E-01
 1.6866630      .11063810    
 3.1387740      .13929590    
 6.1849640      .11608500    
 8.6248990      .20059420E-01
 13.066870      .20792350E-01
 14.477730      .10798480    
 15.822560      .10344550    
 18.003570      .27073360E-01
 18.288260      .13407400    
 17.682790      .26241980    
 16.431380      .42848520    
 14.933960      .54202040    
 13.418760      .64533730    
 12.703880      .71561570    
 11.852400      .74609040    
 11.362610      .75667040    
 11.262600      .75419100    
 10.424360      .74633710    
 10.582110      .73249070    
 11.144440      .71327920    
 11.542930      .68893140    
 11.290580      .65512350    
 10.268900      .62264970    
 8.5218920      .57839140    
 6.8382320      .52196600    
 6.1494940      .46743860    
 6.2689960      .43425310    
 6.7190510      .42941220    
 7.6122400      .42992410    
 8.6637540      .41448780    
 10.101850      .38166170    
 11.691250      .34396120    
 12.940820      .33046810    
 13.476100      .37019580    
 13.160470      .45151670    
 11.910700      .55012310    
 10.103010      .65370270    
 8.6135690      .75428070    
 7.2930750      .84437210    
 6.2371720      .91874230    
 6.8848990      .97354220    
 7.4465870      .14072560    
 7.7904370      .12818290    
 7.4203120      .17783700    
 6.2560500      .15380950    
 4.1698380      .33964690E-01
 9.0583630      .89189600E-01
 13.434640      .15069580    
 13.854040      .11770410    
 10.445150      .63157510E-01
 4.2811030      .94020210E-01
 2.2542250      .14459790    
 4.0343440      .16962830    
 6.5951610      .11665130    
 9.5633890      .64613580E-01
 13.173180      .68387690E-01
 14.868440      .12617730    
 17.081840      .96604520E-01
 19.395700      .29652700E-01
 19.760700      .89298140E-01
 18.660770      .23947980    
 17.538360      .41929050    
 15.778330      .58733610    
 13.648600      .65533440    
 12.634210      .72126070    
 11.957770      .75780400    
 11.598900      .77133590    
 11.183520      .76939450    
 10.465720      .75218570    
 11.317270      .71500060    
 11.845050      .67751310    
 12.090250      .64079990    
 11.793520      .61250900    
 10.783010      .58988920    
 8.2526280      .56604740    
 7.2975080      .53410020    
 6.7904620      .50317800    
 6.7171410      .47839090    
 6.8285390      .45610080    
 7.4199950      .42410310    
 8.3237530      .37922640    
 9.6154020      .33040640    
 11.129360      .28564500    
 12.284270      .28419470    
 12.657990      .35106750    
 12.174790      .44472340    
 10.870600      .54333080    
 9.6063640      .64615230    
 8.4681900      .74732540    
 7.7997090      .83967710    
 7.1275120      .91625770    
 6.8576370      .97153320    
 8.7160220      .15796800    
 9.2074910      .12263650    
 9.0689310      .16422490    
 7.5811510      .13223480    
 6.1194640      .40267300E-01
 13.669660      .93784500E-01
 17.218500      .11547280    
 16.079110      .59461630E-01
 10.337810      .55094640E-01
 3.5007390      .96716760E-01
 3.5305710      .15322840    
 5.5088360      .18148770    
 8.3317480      .13249190    
 11.566480      .95250990E-01
 13.597660      .11255730    
 15.242250      .11797740    
 17.594020      .87386930E-01
 19.669410      .28351680E-01
 20.282220      .43734040E-01
 18.811630      .24632670    
 17.213820      .42930090    
 15.526760      .58809580    
 14.639450      .70491230    
 13.564750      .72311740    
 12.338760      .76201760    
 11.786070      .77028360    
 10.022890      .75909910    
 11.299110      .72928860    
 11.526320      .68129960    
 12.141600      .62631310    
 12.528890      .58174770    
 11.772580      .56083390    
 10.453440      .55702690    
 8.8764130      .55602610    
 7.7136880      .54828070    
 7.1755940      .53020850    
 6.9420340      .50133590    
 7.1248910      .45454950    
 7.3243660      .38858740    
 7.9196840      .31791710    
 9.1988400      .25826160    
 10.782300      .20071040    
 11.942350      .22509030    
 12.157710      .32694920    
 11.055360      .42655500    
 9.8055430      .52561360    
 8.7398080      .63195720    
 7.8645110      .73848530    
 7.1475590      .83435130    
 6.6877290      .91340180    
 6.5106550      .97096540    
 9.9892850      .12094310    
 10.974700      .73830120E-01
 11.520990      .14991230    
 11.345420      .12832350    
 13.339890      .95711940E-01
 19.954610      .45324440E-01
 19.352960      .93062620E-01
 15.067990      .85907490E-01
 7.7754990      .79523650E-01
 2.5449520      .47840610E-01
 5.5770990      .15709650    
 8.6139100      .18264240    
 10.658470      .11440650    
 12.986770      .71766040E-01
 13.418870      .10638430    
 14.963900      .68446560E-01
 17.251890      .89630260E-01
 18.574340      .31235820E-01
 19.557060      .96448820E-01
 18.701630      .27343790    
 17.557050      .43023020    
 15.449020      .56918420    
 14.098960      .68690230    
 14.258960      .77622780    
 11.240740      .75097610    
 11.311620      .75629260    
 10.269820      .73532680    
 10.859650      .68994490    
 12.171720      .62390510    
 12.801990      .55269750    
 12.760530      .50609910    
 11.937210      .50240070    
 10.492460      .52629970    
 9.2765160      .55131740    
 8.4264770      .56084140    
 7.7429050      .54637670    
 7.4334910      .50259270    
 7.1115090      .42728130    
 7.0522320      .32473600    
 7.4327490      .23399250    
 9.0516200      .17462800    
 10.790300      .92408590E-01
 11.905420      .18023680    
 11.399400      .30360270    
 10.016640      .39759270    
 8.6699580      .49903090    
 7.7001490      .61522350    
 7.1768700      .73040240    
 6.7763680      .83193930    
 6.5328070      .91301820    
 6.5500630      .97032030    
 11.119830      .75605390E-01
 12.808460      .76864000E-01
 15.010340      .13245960    
 16.567840      .12208200    
 19.328560      .10996650    
 22.584160      .41188980E-01
 18.122660      .11522700    
 12.326800      .12463240    
 6.5480060      .74073610E-01
 5.3260790      .61750020E-01
 8.9880860      .16557720    
 11.134800      .17368770    
 12.913060      .66412420E-01
 13.005860      .62094740E-01
 12.493350      .78775940E-01
 14.267060      .38511010E-01
 16.508640      .99307370E-01
 18.095870      .42549630E-01
 19.612850      .15409040    
 18.877740      .28924500    
 17.043890      .42491030    
 16.144980      .56133800    
 14.596070      .67038760    
 12.515000      .74169810    
 12.367520      .78054620    
 11.464200      .78279670    
 9.6427920      .69385880    
 10.122960      .63222680    
 12.429620      .54671120    
 13.183940      .45850670    
 13.506000      .41719010    
 12.453740      .44402080    
 10.714960      .50258640    
 9.6077650      .55121920    
 9.7097320      .56874730    
 8.8380290      .54885940    
 8.0149400      .48710960    
 7.2113360      .37944800    
 6.5850520      .23504610    
 7.0825700      .13765600    
 9.5968850      .10634280    
 11.505890      .28348690E-01
 12.207790      .17512760    
 10.820330      .27498540    
 8.8913970      .35571380    
 7.5901510      .46899420    
 6.9583610      .60193980    
 6.5525710      .72801790    
 6.2873090      .83383670    
 6.1501680      .91489460    
 6.7425790      .96591200    
 11.904410      .12326160    
 14.615200      .11552790    
 19.216170      .81043440E-01
 21.159610      .10463770    
 22.077890      .12232240    
 20.828490      .10124170    
 14.633070      .13077460    
 9.9466730      .12909400    
 8.9050460      .69991420E-01
 10.871650      .93368290E-01
 12.886240      .16259630    
 12.838960      .16596480    
 12.395640      .96870890E-01
 10.877020      .10736830    
 10.995220      .90867840E-01
 13.896740      .98080430E-01
 16.897280      .11505060    
 19.207120      .11463760    
 20.407820      .18104640    
 19.326960      .28415310    
 17.414780      .41432430    
 15.577430      .54010450    
 13.106440      .63637110    
 11.628500      .69746520    
 10.004640      .72373490    
 9.3523970      .71517430    
 10.448100      .66695430    
 10.571920      .56149420    
 12.894900      .46336080    
 13.611730      .34470120    
 13.726620      .32187160    
 12.443020      .39704120    
 11.625990      .49129870    
 10.734930      .55536600    
 10.049820      .57594620    
 9.1355300      .54419370    
 8.1818790      .46067530    
 7.2375750      .32107900    
 6.2604120      .12785270    
 7.5302130      .61297910E-01
 11.378650      .95765510E-01
 13.390850      .94896120E-01
 12.791480      .17606640    
 9.9931120      .22634820    
 7.6878410      .30389090    
 6.8046260      .44575770    
 6.3954340      .59899490    
 6.1291850      .73311880    
 5.9288320      .83979890    
 6.2114410      .91442940    
 5.9772800      .97041290    
 12.257750      .16466500    
 15.769320      .10367340    
 22.404410      .22710990E-01
 22.976650      .11579760    
 22.251560      .12651580    
 17.919470      .96956810E-01
 10.299330      .10412140    
 8.9781140      .10794970    
 12.927200      .23489020E-01
 15.695220      .82867110E-01
 15.678010      .14626650    
 12.990170      .17138830    
 10.232980      .13808430    
 7.6752080      .11454890    
 9.6647860      .11155800    
 14.242330      .10846420    
 18.054660      .12000450    
 20.679360      .13386860    
 21.463470      .15799450    
 18.637180      .25938300    
 15.922880      .39293770    
 13.880110      .51002200    
 13.430350      .59782750    
 11.972420      .64761470    
 10.341980      .66300000    
 9.4060540      .64552400    
 10.605110      .58873940    
 11.947750      .48991990    
 12.971150      .34781610    
 14.216530      .21536200    
 13.690370      .23806250    
 12.530000      .37483890    
 11.728890      .49593520    
 10.948950      .56636560    
 10.439180      .57795970    
 9.3680690      .53395590    
 8.3040810      .43048960    
 7.6951470      .26985560    
 7.3070890      .73940330E-01
 10.356200      .69811320E-01
 14.276390      .11316730    
 15.763200      .11656870    
 13.099580      .14580550    
 8.6893460      .14881040    
 6.7660850      .25970460    
 6.3118470      .44224950    
 5.6426450      .61034040    
 5.4231050      .74564620    
 4.9143790      .84961340    
 5.4739710      .92188190    
 5.8257450      .96794900    
 11.671740      .15544310    
 15.176080      .57515270E-01
 21.157840      .80760170E-01
 22.413270      .14399990    
 21.142880      .90616960E-01
 14.367240      .45051670E-01
 5.8719280      .45069020E-01
 9.4719710      .91496980E-01
 15.250490      .28170250E-01
 19.443930      .37457340E-01
 16.416200      .14003410    
 12.018620      .18093570    
 7.1608480      .13320020    
 4.4357280      .69549270E-01
 9.2330270      .10339860    
 15.491420      .55652890E-01
 19.419890      .10805800    
 22.282120      .92253950E-01
 21.282110      .96691390E-01
 17.068760      .23351130    
 14.722980      .37021100    
 13.952190      .47851320    
 12.394560      .54929960    
 10.865670      .58666330    
 9.2160020      .59361360    
 8.1467200      .57108380    
 9.7680350      .50981590    
 11.155730      .40090240    
 13.345360      .23467860    
 14.368670      .77134250E-01
 13.594980      .20346500    
 12.285040      .38710170    
 11.576800      .51574300    
 11.681510      .57899960    
 10.650760      .57990470    
 9.6400440      .52148620    
 8.8138110      .40417150    
 8.8832860      .24194580    
 10.516890      .89846360E-01
 14.398080      .67540940E-01
 17.457370      .10543150    
 18.128880      .70921250E-01
 12.528860      .94420310E-01
 6.9363690      .59222470E-01
 5.8762120      .25847040    
 5.3912090      .46556920    
 4.8929000      .63459580    
 5.0908010      .76461330    
 5.4310570      .85949650    
 5.3441720      .92290870    
 5.6861860      .96196330    
 10.932630      .11582630    
 14.095490      .38366400E-01
 19.797330      .13524030    
 20.942720      .15713880    
 19.034910      .67796820E-01
 10.701270      .49519170E-01
 5.8074220      .62609550E-01
 10.992980      .93191030E-01
 16.596490      .27471160E-01
 19.754360      .50785710E-01
 15.127910      .15784280    
 9.6391630      .18068690    
 4.0127030      .96915010E-01
 2.9738050      .38520580E-01
 10.367110      .89944930E-01
 16.994300      .32489900E-01
 20.301930      .92640900E-01
 23.303710      .20832850E-01
 19.581300      .67606850E-01
 15.392930      .21527500    
 13.832070      .34692550    
 12.774330      .43847020    
 11.278430      .49593780    
 9.4180530      .52220170    
 7.8848560      .52087360    
 8.9173140      .49527970    
 9.9174490      .43638610    
 11.427120      .32748210    
 13.479920      .15559970    
 14.229420      .43955910E-01
 13.000240      .24613860    
 11.578340      .42790730    
 11.247510      .54381030    
 11.268870      .59277980    
 10.901380      .58037220    
 9.2897490      .50799370    
 9.2122930      .38410350    
 10.352000      .22726010    
 13.803200      .63878850E-01
 17.306200      .59090050E-01
 19.741290      .78332580E-01
 18.924810      .38761990E-01
 11.389960      .76406630E-01
 6.7419930      .91437060E-01
 6.0683700      .31261500    
 5.5241810      .50917860    
 5.5228490      .66596430    
 5.6893740      .78425040    
 5.3691310      .86703770    
 5.2408130      .91959280    
 5.5567980      .95029340    
 11.224680      .13061830    
 14.849830      .10824330    
 18.802620      .15979350    
 19.232090      .16670890    
 16.060620      .12042380    
 10.103970      .10346970    
 8.9703720      .11938100    
 12.601280      .11949460    
 16.516850      .10195290    
 17.127680      .12165520    
 13.194270      .16487910    
 7.7727730      .17248100    
 3.6426760      .10600950    
 5.3247760      .97553910E-01
 12.265510      .10171470    
 17.979400      .84861610E-01
 20.327130      .56149280E-01
 21.339860      .28185450E-01
 15.516920      .69098220E-01
 13.713330      .20026100    
 13.450690      .31869010    
 12.372280      .39030500    
 11.124380      .43123820    
 9.0285850      .44570130    
 8.8241000      .44027140    
 8.4198960      .42308800    
 9.0907460      .37627020    
 11.046290      .28425780    
 13.064230      .16359470    
 13.416980      .16680960    
 12.443540      .33133410    
 11.091400      .48309890    
 11.097250      .57576950    
 11.196080      .60596340    
 10.791610      .57860040    
 9.7090680      .49671330    
 9.9724750      .36845390    
 11.815150      .21030780    
 15.360310      .62297620E-01
 18.046520      .85893120E-01
 19.508700      .10194180    
 16.710990      .11980710    
 10.869000      .14087330    
 7.6341090      .21560320    
 6.5764130      .39063940    
 6.2817820      .56058480    
 6.2458920      .69856760    
 5.7972630      .80078360    
 5.2869300      .86893430    
 4.9961640      .90841130    
 5.2818140      .92988470    
 12.097310      .17199140    
 15.483150      .12735120    
 17.591220      .15510410    
 17.114650      .18086270    
 14.241520      .15761500    
 11.222620      .12099650    
 11.211630      .13469670    
 13.111750      .15817570    
 15.309250      .15313520    
 14.869850      .12990030    
 11.201220      .14295100    
 6.7026120      .16732910    
 4.4772160      .13081930    
 7.8555500      .11027900    
 14.325000      .10432930    
 19.789170      .76974530E-01
 20.449490      .19255420E-01
 18.737520      .20260010E-01
 12.512390      .39554790E-01
 13.923180      .19565920    
 13.714040      .28372250    
 12.694900      .32982900    
 11.165390      .35858230    
 9.2329710      .36048820    
 7.7537350      .35771770    
 7.6058740      .35837640    
 8.7530650      .33200990    
 10.850130      .27395050    
 12.492790      .22857470    
 12.470150      .28569890    
 11.616710      .41835210    
 11.018990      .53670700    
 10.775840      .60454600    
 10.908380      .61523630    
 10.318130      .57370160    
 10.089560      .48432220    
 10.463530      .35300050    
 12.703270      .19019580    
 15.633970      .26344550E-01
 17.551560      .11470510    
 17.710940      .16805170    
 14.686440      .19976740    
 10.660920      .23193560    
 8.2716980      .32128270    
 7.4585240      .46555000    
 7.1207390      .60877800    
 6.5142350      .72603520    
 5.8276670      .81019590    
 5.0289500      .86075850    
 4.9071080      .88820050    
 5.1897530      .89991330    
 12.765870      .17692220    
 15.741140      .76111440E-01
 16.362710      .14268210    
 15.019940      .19260140    
 13.378290      .15576690    
 12.314270      .73844310E-01
 11.913210      .13454190    
 13.014720      .18623650    
 13.887450      .16268560    
 13.155890      .69254990E-01
 9.5828120      .11602650    
 5.9274300      .16129800    
 5.7178580      .11057580    
 10.125770      .69289210E-01
 16.737540      .62356110E-01
 23.446950      .34362860E-01
 22.633800      .57397630E-01
 18.586900      .47444590E-01
 15.267680      .82518600E-01
 15.083840      .19181420    
 14.451790      .22855270    
 13.083890      .25952810    
 10.616520      .28196510    
 7.9838430      .26595080    
 6.6175450      .27676260    
 6.7123120      .30343310    
 8.4929540      .30034310    
 10.677890      .28462870    
 11.793570      .30149160    
 11.759970      .38361510    
 10.431190      .49422270    
 10.182020      .58221310    
 10.665970      .62578000    
 10.704740      .61803850    
 10.043650      .56423250    
 9.8434060      .46905780    
 10.892050      .34069210    
 12.888360      .18667380    
 15.098380      .91481730E-01
 16.329290      .17931080    
 15.733670      .23279700    
 13.237790      .26594500    
 10.482480      .31206880    
 8.9280550      .40349040    
 8.1383940      .52786980    
 7.4724320      .64744590    
 6.6377020      .74431470    
 5.5421410      .80767790    
 4.9128040      .84288510    
 4.7996070      .85604510    
 5.1228690      .85828620    
 13.194380      .15026380    
 15.144110      .27438680E-01
 14.260310      .15326130    
 13.236510      .19594710    
 12.204570      .12798080    
 12.320470      .27438460E-01
 11.129270      .15333000    
 11.321110      .20132860    
 11.748850      .14802290    
 11.203210      .31017790E-01
 7.8142490      .12490810    
 5.2662890      .14042670    
 6.6231620      .55443490E-01
