KT3D ESTIMATES WITH:  pygeostat_saved_data                                      
 7.1090679     0.71151590    
 6.4758639     0.67678887    
 6.0234933     0.60184681    
 6.0421820     0.48953298    
 6.7078767     0.34966943    
 7.9256973     0.18493727    
 10.025066     0.86749658E-01
 13.601505     0.16864496    
 17.732981     0.16346453    
 20.859617     0.70939325E-01
 18.586653     0.15646549    
 15.457124     0.25146759    
 13.654406     0.36598441    
 12.696624     0.47754920    
 12.146852     0.55888915    
 11.919344     0.61748511    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
 9.4942312     0.54043305    
 8.7057800     0.62689728    
 7.5684948     0.66828805    
 6.6420832     0.66661066    
 5.7464032     0.62185752    
 5.2890353     0.53763926    
 5.4932809     0.42827970    
 6.3363585     0.31057915    
 7.8811617     0.20353065    
 10.462276     0.17484656    
 14.121105     0.19590001    
 18.289408     0.12669192    
 20.425371     0.33992551E-01
 16.536381     0.11482291    
 13.651234     0.18829976    
 12.503025     0.32817551    
 12.205281     0.43883279    
 11.951103     0.50700212    
 11.919093     0.55606925    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
 9.3695765     0.39045751    
 9.1193247     0.51498717    
 8.1465874     0.59708941    
 6.9239631     0.63224286    
 6.4800687     0.61991405    
 4.9741073     0.56191254    
 4.6467900     0.46912912    
 4.9744854     0.36898625    
 6.0134935     0.28756180    
 7.8704596     0.23678687    
 10.646692     0.22589682    
 14.079607     0.20874551    
 17.270626     0.13865805    
 17.214373     0.97826257E-01
 13.646741     0.48308760E-01
 12.002059     0.15162128    
 11.650411     0.30725795    
 11.518047     0.40035599    
 11.271942     0.44622496    
 11.261738     0.48557255    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
 9.9130239     0.22876193    
 9.7300663     0.37372044    
 9.2733479     0.49426681    
 8.1112223     0.57207656    
 6.7976904     0.59856808    
 5.0371456     0.57154679    
 4.2776661     0.49558145    
 4.0182223     0.39173320    
 4.4400563     0.30622095    
 5.7148843     0.26875752    
 7.7786188     0.25601101    
 10.474956     0.24154532    
 13.339338     0.20924604    
 15.200033     0.16895808    
 14.208508     0.12511070    
 11.512200     0.44190843E-01
 10.924308     0.17092092    
 10.883765     0.29313537    
 11.019296     0.35432452    
 11.131517     0.37168458    
 11.161129     0.40696368    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
 9.6763659     0.22593436    
 9.5081024     0.36100265    
 8.7720613     0.48155740    
 7.4368987     0.55388594    
 6.0650721     0.56747317    
 4.3361325     0.52048457    
 3.7960324     0.42093366    
 3.4669330     0.29983214    
 3.9574113     0.23636106    
 5.4608092     0.24851717    
 7.6141629     0.25483924    
 10.017129     0.22399013    
 12.179843     0.19139236    
 13.145118     0.18408681    
 12.087643     0.14887835    
 10.534684     0.11817205    
 10.201741     0.19039109    
 10.483661     0.27223992    
 10.890918     0.29587203    
 11.178543     0.27894387    
 11.149675     0.32680055    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
 9.0208178     0.12762399    
 9.4788361     0.20429279    
 9.1421986     0.35657367    
 8.2383270     0.47951505    
 6.7656717     0.54246658    
 4.9395633     0.53863478    
 3.9183254     0.46853781    
 3.1614766     0.33802989    
 2.7585285     0.18855774    
 3.4976590     0.16699232    
 5.3230038     0.23192431    
 7.4340267     0.23416767    
 9.3805418     0.16999751    
 10.977648     0.15401435    
 11.573968     0.18953846    
 10.717748     0.16848700    
 9.6991310     0.13278194    
 9.6509657     0.17760697    
 10.258605     0.24312495    
 10.941184     0.22284435    
 11.385336     0.16765204    
 11.009066     0.26527783    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
 8.9954147     0.62055346E-01
 9.1846189     0.19415790    
 8.7230101     0.37192026    
 7.6997633     0.48971224    
 5.6916518     0.53743124    
 4.3347025     0.51412880    
 3.3983109     0.41998371    
 2.6254921     0.25527114    
 2.0952017     0.63333228E-01
 3.3705227     0.13373573    
 5.4275246     0.22628655    
 7.3468204     0.19793527    
 8.7498188     0.77320166E-01
 10.111827     0.12477909    
 10.517027     0.19636294    
 9.7262182     0.16046534    
 8.8642588     0.77731214E-01
 9.2286358     0.15601751    
 10.144873     0.21660303    
 11.081464     0.14214656    
 11.560449     0.60866088E-01
 10.859882     0.25788826    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
 8.8284264     0.23955546    
 8.2996655     0.40939763    
 7.0354748     0.51101023    
 5.0718422     0.53890628    
 3.8691254     0.49722207    
 3.0656784     0.38374031    
 2.3562217     0.20309544    
 2.1431901     0.50632793E-01
 3.8171740     0.16882193    
 5.8429461     0.23075725    
 7.5275426     0.16469333    
 8.5840969     0.34229502E-01
 9.8427162     0.15040185    
 9.9316483     0.20541956    
 9.0109367     0.13198328    
 8.2506514     0.29117886E-01
 9.0217419     0.16928969    
 10.053589     0.20620142    
 11.033910     0.10413063    
 11.191996     0.93044348E-01
 10.502471     0.31497642    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
 8.4431658     0.16527182    
 8.4589577     0.32216609    
 7.8776178     0.46066394    
 6.2108016     0.53779459    
 4.5967741     0.54747725    
 3.5865858     0.49087998    
 2.9764287     0.37064058    
 2.5631669     0.21765083    
 3.0206590     0.15792949    
 4.6324639     0.22436512    
 6.5587482     0.24126104    
 8.1500168     0.17158666    
 9.3303633     0.12832312    
 10.080860     0.20159225    
 9.6944675     0.21383262    
 8.6386156     0.13629928    
 8.2224474     0.11724917    
 8.9190369     0.21184972    
 9.8483028     0.22395705    
 10.491019     0.16757002    
 10.390718     0.22857130    
 10.037849     0.40532437    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
 8.1039724     0.28272849    
 8.4632998     0.40860906    
 7.3501019     0.51661569    
 5.7143831     0.56946307    
 4.0862985     0.56257641    
 3.2907305     0.49601209    
 2.9411745     0.38268062    
 3.2441015     0.27195114    
 3.9515691     0.24183622    
 5.6419568     0.26369423    
 7.5612292     0.25497884    
 9.2376375     0.21094131    
 10.392953     0.20609333    
 10.592932     0.23618937    
 9.6644659     0.21989119    
 8.4684401     0.17301232    
 8.1821060     0.19575652    
 8.7699957     0.25870588    
 9.4486828     0.27193075    
 9.8209581     0.27207136    
 9.7279396     0.35623482    
 9.6782284     0.50268304    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
 7.3779383     0.30183610    
 7.8876452     0.38046595    
 7.5783882     0.48816240    
 6.7086320     0.57066125    
 5.0351906     0.60383576    
 3.9472919     0.58289695    
 3.7659898     0.51108408    
 3.6871784     0.40862426    
 3.8114083     0.32176849    
 4.9996219     0.28619525    
 6.7735515     0.27845085    
 8.7915154     0.26433998    
 10.658559     0.24352331    
 11.675039     0.24297109    
 11.253641     0.24400663    
 9.6383591     0.21337326    
 8.2234917     0.19427972    
 8.0337248     0.24235855    
 8.5108490     0.30570081    
 9.0028429     0.33900031    
 9.2243662     0.37884647    
 9.2273932     0.47027355    
 9.3821487     0.59615731    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
 7.2922902     0.36742127    
 7.7720046     0.46190938    
 7.3850956     0.55800080    
 5.7645583     0.62099528    
 4.7730632     0.63794130    
 4.1873803     0.60523254    
 4.0614667     0.52953202    
 3.9514275     0.43108696    
 4.6560221     0.34521621    
 5.9859743     0.28993529    
 7.9444981     0.26640967    
 10.320178     0.25969580    
 12.408829     0.24920572    
 13.175445     0.24098293    
 11.930133     0.22300851    
 9.3976297     0.17789148    
 7.8081203     0.18693978    
 7.8318415     0.27376735    
 8.2518816     0.35580915    
 8.5905542     0.41325703    
 8.7628870     0.47786337    
 8.8428965     0.57101887    
 9.4003811     0.67847037    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
 7.0680332     0.42317194    
 7.1176987     0.52632004    
 6.7846470     0.61289853    
 4.9646425     0.65939820    
 3.7359216     0.66380233    
 3.3033333     0.62281877    
 4.0292807     0.54187202    
 4.5646954     0.43872342    
 5.5056958     0.33486557    
 6.9974895     0.25302425    
 9.2587976     0.22888912    
 12.077257     0.23725986    
 14.481489     0.22189286    
 14.862067     0.20589739    
 12.510283     0.17458718    
 8.7550335     0.10297928    
 7.4810600     0.17325298    
 7.7529602     0.30882469    
 8.0316677     0.41068348    
 8.2751045     0.48793772    
 8.5427151     0.56617987    
 8.7813406     0.65704978    
 9.2522907     0.75218439    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
 6.9557881     0.47473985    
 6.8620086     0.58313769    
 6.2470655     0.65995365    
 4.9272680     0.69399488    
 4.0563202     0.68863153    
 3.6024644     0.63687235    
 4.4463568     0.54557896    
 5.2205305     0.42610246    
 6.2880397     0.29060221    
 7.8810248     0.17620437    
 10.599023     0.17750607    
 14.039689     0.20003010    
 16.898756     0.15919027    
 16.572388     0.15083247    
 13.033684     0.10839386    
 8.1734495     0.26482064E-01
 7.7235131     0.19820417    
 7.8254251     0.35653716    
 7.9495559     0.46910113    
 8.1541433     0.55886018    
 8.5132990     0.64489990    
 8.6448803     0.73188227    
 9.1304808     0.81809705    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
 6.9302092     0.38722187    
 7.0452685     0.52394515    
 6.5986605     0.63144815    
 5.7613420     0.69784421    
 4.5128460     0.72098804    
 3.8652313     0.70496988    
 4.2781048     0.64541519    
 4.8133202     0.53820813    
 5.7787290     0.39615965    
 6.8435349     0.22119373    
 8.7139902     0.69381490E-01
 11.947574     0.14211285    
 16.068867     0.15355216    
 19.497183     0.64813659E-01
 17.870783     0.10294275    
 14.101559     0.44391070E-01
 9.5332251     0.88282451E-01
 8.2896824     0.26282671    
 7.9314260     0.41282114    
 8.0545340     0.52812630    
 8.1836863     0.62468809    
 8.4868660     0.71393961    
 8.5373774     0.79728144    
 9.0050402     0.87270463    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
 6.9295855     0.43538609    
 7.1785984     0.57057589    
 6.6425958     0.66999745    
 5.7871370     0.72638720    
 4.6153178     0.74329358    
 4.0460196     0.71405154    
 4.4604101     0.64330846    
 5.5092607     0.52207726    
 6.3393869     0.35956669    
 7.5578661     0.16033047    
 9.5280256     0.36534972E-01
 13.115855     0.14439104    
 17.594221     0.11721514    
 20.531706     0.35759378E-01
 18.080750     0.90326756E-01
 14.762764     0.38553722E-01
 10.436161     0.18016398    
 8.6541595     0.33371192    
 8.0534630     0.46961582    
 7.9857974     0.58415276    
 8.2049294     0.68382323    
 8.1513767     0.77292478    
 8.3929605     0.85115135    
 8.8518744     0.91817343    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
 7.1813569     0.48529601    
 7.1131072     0.61128587    
 6.1243267     0.69852519    
 5.2668762     0.74598914    
 4.2819519     0.75418997    
 4.2133646     0.71469599    
 4.8079228     0.63314670    
 5.9582381     0.50273383    
 6.7742615     0.33191493    
 8.0354776     0.15832438    
 10.295805     0.11069860    
 13.803069     0.15848756    
 17.651142     0.13457018    
 18.934572     0.12499754    
 16.992798     0.13180070    
 13.701211     0.14770885    
 10.369630     0.26486632    
 8.7360935     0.39526582    
 8.1019802     0.52005887    
 8.3407364     0.63310939    
 7.9443154     0.73492187    
 7.9955153     0.82264853    
 8.1931314     0.89599669    
 8.7291622     0.95443553    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
 7.0987968     0.53306091    
 6.7486482     0.63877136    
 5.8827610     0.71477932    
 5.0429883     0.75226688    
 4.2262993     0.75433540    
 4.4478621     0.70858127    
 5.1618915     0.61858374    
 6.5172300     0.48094288    
 7.4330492     0.31647620    
 8.5203714     0.17345065    
 10.620642     0.13097914    
 13.799448     0.16830362    
 16.607828     0.18602224    
 17.043537     0.19973813    
 15.286128     0.20186539    
 12.460422     0.23666272    
 9.9058542     0.32738879    
 8.7806034     0.44102123    
 8.3797903     0.56098038    
 8.0841017     0.67580050    
 7.7894893     0.77859098    
 8.3017759     0.86331654    
 8.6496239     0.93071657    
 9.3697777     0.98088944    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
-999.00000     -999.00000    
